id,name,price,cost,Y,Yalternate,X1,X2,X3,X4,X5,type,D6,D7,D8,D9,D10,drive,D11,D12
398,GMC Sierra Extended Cab 1500,"25,717","22,604",17,20,4.548,2.85,4.8,8,1.44,pickup,0,0,0,0,1,rwd,0,1
399,GMC Sonoma Crew Cab,"25,395","23,043",15,19,4.083,1.90,4.3,6,1.23,pickup,0,0,0,0,1,awd,1,0
400,Mazda B2300 SX Regular Cab,"14,840","14,070",24,29,2.960,1.43,2.3,4,1.12,pickup,0,0,0,0,1,rwd,0,1
401,Mazda B4000 SE Cab Plus,"22,350","20,482",15,19,3.571,2.07,4.0,6,1.26,pickup,0,0,0,0,1,awd,1,0
402,Nissan Frontier King Cab XE V6,"19,479","18,253",17,20,3.932,1.80,3.3,6,1.16,pickup,0,0,0,0,1,awd,1,0
403,Nissan Titan King Cab XE,"26,650","24,926",14,18,5.287,3.05,5.6,8,1.40,pickup,0,0,0,0,1,awd,1,0
404,Subaru Baja,"24,520","22,304",21,28,3.485,1.65,2.5,4,1.04,pickup,0,0,0,0,1,awd,1,0
405,Toyota Tacoma,"12,800","11,879",22,27,2.750,1.42,2.4,4,1.03,pickup,0,0,0,0,1,rwd,0,1
406,Toyota Tundra Regular Cab V6,"16,495","14,978",16,20,3.925,1.90,3.4,6,1.28,pickup,0,0,0,0,1,rwd,0,1
407,Toyota Tundra Access Cab V6 SR5,"25,935","23,520",14,17,4.435,1.90,3.4,6,1.28,pickup,0,0,0,0,1,awd,1,0
